\name,namespace,node_name_list,node_num,init_replicas,target_replicas,delta_replicas,scaling_t,is_wait_until_no_unavailable,cpu_limit,mem_limit,cpu_requests,mem_requests
nginx,default,['k8s02'],1,0,2,2,2.7160468101501465,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.6944267749786377,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.677915573120117,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.90159273147583,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.3635549545288086,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.2262768745422363,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.3445563316345215,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.3472211360931396,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.237427234649658,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.3593783378601074,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,2,2,2.3781936168670654,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.330817461013794,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.346885919570923,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.2451107501983643,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.3332183361053467,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.643435001373291,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.69674015045166,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.692077159881592,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.9141547679901123,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.3897409439086914,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.4762539863586426,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.3353545665740967,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.344074249267578,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.2390024662017822,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.390360116958618,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.502349376678467,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.4616665840148926,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.461836814880371,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.7945468425750732,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.9549453258514404,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,3,3,2.304654121398926,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.3425023555755615,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.3680477142333984,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.449960708618164,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.3796284198760986,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.811734437942505,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.788937568664551,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.914623498916626,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.881857395172119,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.6976640224456787,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.676081657409668,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,3.229487180709839,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.5743696689605713,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.937190294265747,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,3.002243995666504,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.8062570095062256,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.736649990081787,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.7713677883148193,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.8831660747528076,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,3.006427764892578,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,4,4,2.7115695476531982,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,4.018773794174194,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.560899496078491,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.4732043743133545,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.4597363471984863,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.740288019180298,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.451570510864258,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.828369140625,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.3450191020965576,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,4.986284494400024,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.3545918464660645,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.581400156021118,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.4215149879455566,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.4651055335998535,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.35793137550354,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.589430809020996,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.898042917251587,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.336911678314209,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.4140377044677734,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.3753182888031006,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,5,5,3.4228341579437256,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.335302352905273,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.354321002960205,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.55565071105957,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.3155598640441895,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.365259647369385,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.547330379486084,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.397085666656494,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.569278001785278,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.581376552581787,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.341615438461304,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.316368103027344,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.3642730712890625,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.798422574996948,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.3215532302856445,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.339206218719482,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.563961744308472,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.339717388153076,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.567438840866089,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.309764862060547,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,6,6,4.562398672103882,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.331916332244873,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.3098015785217285,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.345415115356445,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.41805362701416,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.829561233520508,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.608782768249512,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.350721120834351,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.355539083480835,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.336976051330566,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.422885417938232,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.303445339202881,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.31706690788269,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.314464330673218,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.517626523971558,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.387294054031372,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.516506195068359,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.338181495666504,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.331941366195679,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.538288593292236,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,7,7,5.529701471328735,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.5764594078063965,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.358983755111694,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.542591571807861,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.355834722518921,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.344791889190674,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.3596954345703125,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.6051177978515625,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.372636318206787,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.369911432266235,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.35620903968811,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.344863176345825,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.306066274642944,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.575861692428589,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.315207242965698,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.349863052368164,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.507119417190552,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.393232583999634,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.383575677871704,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.291874170303345,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,8,8,6.32135796546936,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.527585744857788,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.321579694747925,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.317256212234497,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.384188413619995,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.305746555328369,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.388195037841797,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.302792072296143,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.767054796218872,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.347952365875244,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.330864429473877,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.384219169616699,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.604929447174072,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.53692102432251,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,6.960509777069092,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.337623357772827,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.350454330444336,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.287118196487427,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.514224290847778,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.743611812591553,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,9,9,7.5462327003479,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.302674531936646,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.51128602027893,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.014830350875854,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.376590967178345,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.55920672416687,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.340991735458374,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.548305034637451,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.554548978805542,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.299690246582031,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.376802921295166,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.330172061920166,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.507497072219849,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.138967752456665,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.300973892211914,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.548924922943115,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.740441799163818,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.518146514892578,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,7.516377687454224,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.40259075164795,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,10,10,8.54830813407898,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.524648666381836,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.50569772720337,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.368632078170776,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,8.99625825881958,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.322107315063477,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.575899124145508,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.787351608276367,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.491397857666016,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,8.937220811843872,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.40961766242981,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,8.920121908187866,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.494893312454224,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.494420528411865,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.538775444030762,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.305279731750488,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.60825252532959,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.512694358825684,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.293188333511353,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.534736394882202,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,11,11,9.408796072006226,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.499475479125977,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.336158752441406,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.383854627609253,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.555600881576538,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.163837909698486,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.577396154403687,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.588363409042358,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.597886800765991,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.325493574142456,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,9.767940998077393,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.509336471557617,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.541051864624023,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.5338716506958,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.550143003463745,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.363051891326904,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.339345932006836,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.762917041778564,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.402992486953735,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.323737859725952,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,12,12,10.50164532661438,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.605461597442627,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,10.984597206115723,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,10.933540105819702,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.630915403366089,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.59657621383667,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.360610723495483,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.582835674285889,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.531470537185669,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.336543560028076,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.53605055809021,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.54069972038269,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.360503673553467,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.565057516098022,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.58090591430664,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.587527990341187,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.531720161437988,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.363489627838135,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.544503211975098,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.137167692184448,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,13,13,11.31057858467102,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,11.527353763580322,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,11.933867692947388,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.606953859329224,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.303227663040161,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.808107376098633,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.41598629951477,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.324065208435059,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.565680980682373,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.524197340011597,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.385741233825684,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.575962543487549,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.523192882537842,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.630979299545288,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.608869552612305,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.509283542633057,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,12.56237268447876,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,10.770078897476196,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,11.987192392349243,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,11.543793678283691,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,14,14,11.578434228897095,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,12.163989305496216,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,12.900384187698364,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,12.733991861343384,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.554562330245972,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.142384767532349,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.75473952293396,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,12.51905870437622,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,12.984993696212769,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.185616493225098,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.381450414657593,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.54063606262207,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.379719257354736,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.40517520904541,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.215161800384521,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.543510675430298,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.301286935806274,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.574885845184326,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,12.58963918685913,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.361696720123291,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,15,15,13.33725905418396,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,12.78101110458374,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.113919019699097,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.328582763671875,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,13.904313087463379,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.563433647155762,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.772168397903442,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.119372129440308,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.717217683792114,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.516063690185547,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,13.114964723587036,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.732781171798706,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,13.406532049179077,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,13.11318588256836,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.528829574584961,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.357357263565063,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,13.792155742645264,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,13.714974403381348,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.588979244232178,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,14.531609296798706,False,0.1,64,0.1,64
nginx,default,['k8s02'],1,0,16,16,12.996291875839233,False,0.1,64,0.1,64
